drug,condition,review,rating
Lisinopril,For High Blood Pressure:,"“Been on medication for hbp for 7 months (also taking Bystolic). Had a reaction of angioedema where my face swelled and then a few days later got hives on my arms and legs. ER doctor explained it's technically NOT an allergic reaction (i.e. not histamine related) so benadryl will not help with the swelling. Given predisone and also taking tylenol. He told me the drug can be taken for decades without any adverse reaction, and then one day, you suddenly get swelling. Having a reaction rules out using any of the ACE inhibitor drugs. Too bad - it was working really well for me. On Cardizem now.”","
1 "
Lisinopril,For High Blood Pressure:,"“I have been taking Lisinopril 20g tab for about a year now. I have real bad cough for about a month and wheezing I had to take two weeks of steroids to heal. My throat is hoarse. I seem to have swelling in my throat, I get real sleepy, yawning a lot and I have not been alert with my mind. I am going to talk to my doctor. I even told my son about this drug for his blood pressure. I will probably change medication or take a lower dose and see how I do.”","
2 "
Lisinopril,For Migraine Prevention:,“I'm 35 and never experienced migraines before. I started taking 10mg of lisinopril and 200mg of Toprol XL as a result of heart failure. Now once or twice a month I get aura migraines.  It seems backwards since both can be used to treat migraines.  Not sure if it's connected but I will be asking at my next check up.”,1
Lisinopril,For High Blood Pressure:,"“I'm a 60 yo male and have been on 10mg Lisinopril for around 1 year, along with Coreg CR. The Coreg wasn't doing its job completely so my PC Dr. added Lisinoprel. It dropped my BP somewhat, looking at making some adjustments in the near future. I've had no side effects, except that, from reading the many reviews, developed an occasional deep dry cough ( I thought it was my seasonal allergies). Not sure what my Dr. will prescribe, but the medicine seems to be doing its job.”","
8 "
Lisinopril,For High Blood Pressure:,"“Not working at all. I had valve repair in June. BP was fine until August then it started to go up. I also monitor it daily. Was put on Coreg first and still am on it.  Last visit 3 weeks ago they also put me on Lisinopril 10 mg. Has not done a thing to help none of my numbers are lower and are the same as when just on Coreg. Fortunately am not experiencing side effects. Going back next week for the Doctor's to play their game of ""Dart Board"" medications and see what they put me on next.”","
1 "
Lisinopril,For High Blood Pressure:,"“I suffer from alcoholism binges and take atenolol, clonidine, and amloapine, as well as OTC vitamins on a daily basis. When my doctor's intern added a prescription for Lisinopril (10 mg x1 a day) it was the first time in 25 years of drinking that I had a case of Delirium Tremens (very nasty and horrifying experience). I have had alcohol withdrawal symptoms may times before and had to go to the ER a few times for a few hours while they detoxed me. But this was like nothing I have ever experienced. I couldn't stand up without falling over, and had to get around on my hands and knees. I would normally take a cab to the ER, but I wouldn't even make it to the cab. Had to call 911 for paramedics to the tune of $1250.00. No more Lisinopril for me.”","
3 "
Lisinopril,For High Blood Pressure:,"“I am 55 years old, blood pressure ran from about 150-180 (systolic). Lisinopril (20mg) got my blood pressure to about 120/80. No side effects noted. My liver profile is normal, but I have noted my TSH, and fT4 drift a little high then normal. Having taken up exercise, reduced salt intake, etc, my blood pressure will be about normal without the drug.
It seems as though my fT4 and TSH tend to elevate when on lisinopril. I have just noticed this over the past 2 months.
I am now keeping records of when I take the drug over a week then will do repeat thyroid function tests to see if there is a trend. ”","
9 "
Lisinopril,For High Blood Pressure:,“Before taking lisinopril my BP was around 150/105. After about 3 weeks it is 120/88 so far. I experienced a itching sensation around my neck and my face felt like it was on fire the first week but those side effects subsided and stopped. I believe in this product because it is working just fine.”,"
8 "
Lisinopril,For High Blood Pressure:,“20mg was a very effective dose for treating my Hypertension however I did experience a bit of lightheadedness with the full 20mg tablet. This dose was then staggered into two separate 10mg doses per day with equally effective results that minimized side effects.”,"
8 "
Lisinopril,For High Blood Pressure:,“I've been taking lisinopril 5 mg once daily since April of this year   In July my endocrinologist increased me to 5 mg twice daily.   In October I started getting headaches    At first I thought it was just seasonal allergies and sinus problems    The headaches have gotten horrible I can barely stand them and sometimes they make me dizzy   I haven't really noticed a big difference in my blood pressure either  so today   I'm contacting my endocrinologist today to see if she can make a recommendation for something else     I didn't realize that headaches were a side effect of this medication until I logged on to find out if it was possible it could be the lisinopril    I have never experienced headaches like this”,"
4 "
Lisinopril,For High Blood Pressure:,"“6 months at 2.5 mg a day. A little dizzy at first now take before bedtime. Pressure was 160-110 now around 130-80. Random dry cough lasts about 10 minutes and goes away quicker if I don't cough real hard. Also very detailed vivid dreams but not bad or nightmares. 52 years old exercise 3 times a week and 20 lbs overweight for 6 Ft. Don't like pills but feel much better. No more pounding heart at rest, but need a 1/2 hour nap after 8 HR work. Nap could be age related though! I'll stick with this for awhile.”","
9 "
